UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCUEIS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3 
150853, 1,"PJ's College of Cosmetology- Brownsburg","1012 C East Main Street","Brownsburg","IN","46112-1462",18, 3,"Judith EStewart","CEO/President","3178468999","351282799","YLMCELPWWU36","02241701",1,468617,"https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/"," ","https://www.gotopjs.com/"," "," ","https://www.gotopjs.com/",9,3,3,2,1,2,0,2,2,2,21,1,"A ",1,1,1,1,26900,1,294,18063,"Hendricks County",1804,-86.379755,39.837832,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"12.0401","R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",17216,"R",17216,"R",17216,"R",17216,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9660,"R",14592,"R",14592,"R",14592,"R",8400,"R",8400,"R",8400,"R",8400,"R",7320,"R",8400,"R",8400,"R",8400,
150853, 3,"PJ's College of Cosmetology- Jeffersonville","1710 E. 10th Street","Jeffersonville","IN","47130-6290",18, 3,"Judith EStewart","CEO/President","3178468999","351282799","YLMCELPWWU36","02241703",1,468635,"https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/"," ","https://www.gotopjs.com/",9,3,3,2,1,2,0,2,2,2,21,1,"A ",1,1,1,1,31140,1,350,18019,"Clark County",1809,-85.723508,38.300098,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"12.0401","R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",17216,"R",17216,"R",17216,"R",17216,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11154,"R",11856,"R",11856,"R",11856,"R",9087,"R",9087,"R",9087,"R",9087,"R",8125,"R",8125,"R",8125,"R",8125,
150987, 1,"Ivy Tech Community College-South Bend/Elkhart","220 Dean Johnson Boulevard","South Bend","IN","46601-3415",18, 3,"Tia Robinson Cooper","Chancellor","5742897001","351180631","XGMKKTCV87C1|WULWQJ8458K9","00991707",1,150978,"www.ivytech.edu/southbendelkhart/index.html","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,12,1,"A ",1,1,1,1,43780,1,515,18141,"St. Joseph County",1802,-86.248296,41.661616,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 2,"Ivy Tech Community College-Columbus","4475 Central Ave","Columbus","IN","47203-1868",18, 3,"Steven Combs","Chancellor","8123729925","351180631","XGMKKTCV87C1|HU2HL71QB6W7","00991736",1,150996,"www.ivytech.edu/columbus/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,13,1,"A ",1,1,1,1,18020,1,294,18005,"Bartholomew County",1806,-85.903022,39.250212,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 3,"Ivy Tech Community College-Muncie","4301 S Cowan Rd","Muncie","IN","47302-9448",18, 3,"Jeffrey Scott","Chancellor","7652892291","351180631","XGMKKTCV87C1","00991713",1,151005,"www.ivytech.edu/muncie/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,41,1,"A ",1,1,1,1,34620,1,294,18035,"Delaware County",1806,-85.406084,40.155993,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 4,"Ivy Tech Community College-Kokomo","1815 East Morgan Street","Kokomo","IN","46901-1373",18, 3,"Ethan Heicher","Interim Chancellor","7654590561","351180631","XGMKKTCV87C1|W8ZRMLSRTJS5","00991735",1,151014,"www.ivytech.edu/kokomo/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,13,1,"A ",1,1,1,1,29020,1,316,18067,"Howard County",1804,-86.106963,40.504797,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 5,"Ivy Tech Community College-Lafayette","3101 South Creasy Lane","Lafayette","IN","47905-1373",18, 3,"Aaron Baute","Chancellor","7652695000","351150631","XGMKKTCV87C1|GRQLT64JL924","00991715",1,151023,"www.ivytech.edu/lafayette/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,13,1,"A ",1,1,1,1,29200,1,320,18157,"Tippecanoe County",1804,-86.839608,40.383645,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 6,"Ivy Tech Community College-Fort Wayne","3800 North Anthony Boulevard","Fort Wayne","IN","46805-1489",18, 3,"Kim Barnett-Johnson","Chancellor","2604829171","351180631","XGMKKTCV87C1|LWBEDY7DNAW6","00991720",1,151032,"www.ivytech.edu/fortwayne/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,11,1,"A ",1,1,1,1,23060,1,258,18003,"Allen County",1803,-85.112005,41.112356,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 7,"Ivy Tech Community College-Sellersburg","8204 Highway 311","Sellersburg","IN","47172-1897",18, 3,"Travis Haire","Chancellor","8122463301","351180631","XGMKKTCV87C1|KJL3KVA8DMD7","00991745",1,151041,"www.ivytech.edu/sellersburg/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,21,1,"A ",1,1,1,1,31140,1,350,18019,"Clark County",1809,-85.762648,38.389797,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 8,"Ivy Tech Community College-Evansville","3501 First Avenue","Evansville","IN","47710-3398",18, 3,"Daniela Vidal","Chancellor","8124262865","351180631","XGMKKTCV87C1|JC4LLCMCX743","00991747",1,151050,"www.ivytech.edu/evansville/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,12,1,"A ",1,1,1,1,21780,1,-2,18163,"Vanderburgh County",1808,-87.573176,38.011717,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987, 9,"Ivy Tech Community College-Terre Haute","8000 South Education Drive","Terre Haute","IN","47802-4898",18, 3,"Lea Anne Crooks","Chancellor","8122991121","351180631","XGMKKTCV87C1|FC44F7ZCHRD4","00991744",1,151069,"www.ivytech.edu/terrehaute/index.html","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,23,1,"A ",1,1,1,1,45460,1,-2,18167,"Vigo County",1808,-87.390708,39.369940,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987,10,"Ivy Tech Community College-Richmond","2357 Chester Boulevard","Richmond","IN","47374-1298",18, 3,"Chad Bolser","Chancellor","7659662656","351180631","XGMKKTCV87C1|Q4KFQD2D7JS3","00991725",1,151078,"www.ivytech.edu/richmond/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,41,1,"A ",1,1,1,1,39980,2,458,18177,"Wayne County",1806,-84.877791,39.869470,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
150987,11,"Ivy Tech Community College-Lake County","410 East Columbus Drive","East Chicago","IN","46312",18, 3,"R. Luis Gonzalez","Chancellor","2199811111","351180631","XGMKKTCV87C1|KG4KAU8DZJJ8","00991731",1,151087,"www.ivytech.edu/northwest/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html","https://www.ivytech.edu/veteran-services/"," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,21,1,"A ",1,1,1,1,16980,1,176,18089,"Lake County",1801,-87.466804,41.640076,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",0,2 ,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",4350,"R",150,"R",4500,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,"R",4487,"R",150,"R",4637,.,.,"R",8511,"R",150,"R",8661,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,"R",8777,"R",150,"R",8927,.,.,"R",1440,"R",1460,"R",1050,"R",934,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",6848,"R",7808,"R",8960,"R",4224,"R",4256,"R",4192,"R",4400,"R",3648,"R",3680,"R",4192,"R",4400,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
