UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
161226,10,"R",99,"R",35,"R",34,"R",20,"R",0,"R",10,"R",0
161226,20,"R",69,"R",35,"R",34,"R",0,"R",0,"R",0,"R",0
161226,30,"R",16,"R",0,"R",0,"R",15,"R",0,"R",1,"R",0
161226,40,"R",14,"R",0,"R",0,"R",5,"R",0,"R",9,"R",0
161226,41,"R",6,"R",0,"R",0,"R",1,"R",0,"R",5,"R",0
161226,42,"R",8,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0
161226,44,"R",6,"R",0,"R",0,"R",1,"R",0,"R",5,"R",0
161235, 0,"R",27,"R",9,"R",1,"R",13,"R",1,"R",3,"R",0
161235,10,"R",27,"R",9,"R",1,"R",13,"R",1,"R",3,"R",0
161235,20,"R",10,"R",9,"R",1,"R",0,"R",0,"R",0,"R",0
161235,30,"R",13,"R",0,"R",0,"R",13,"R",0,"R",0,"R",0
161235,40,"R",4,"R",0,"R",0,"R",0,"R",1,"R",3,"R",0
161235,41,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
161235,42,"R",3,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0
161235,44,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
161253, 0,"R",565,"R",169,"R",164,"R",128,"R",2,"R",102,"R",0
161253,10,"R",565,"R",169,"R",164,"R",128,"R",2,"R",102,"R",0
161253,20,"R",319,"R",166,"R",153,"R",0,"R",0,"R",0,"R",0
161253,30,"R",128,"R",0,"R",10,"R",117,"R",1,"R",0,"R",0
161253,40,"R",118,"R",3,"R",1,"R",11,"R",1,"R",102,"R",0
161253,41,"R",42,"R",2,"R",0,"R",0,"R",1,"R",39,"R",0
161253,42,"R",76,"R",1,"R",1,"R",11,"R",0,"R",63,"R",0
161253,44,"R",40,"R",1,"R",0,"R",0,"R",1,"R",38,"R",0
161253,45,"R",2,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0
161299, 0,"R",74,"R",19,"R",19,"R",30,"R",4,"R",1,"R",1
161299,10,"R",74,"R",19,"R",19,"R",30,"R",4,"R",1,"R",1
161299,40,"R",74,"R",19,"R",19,"R",30,"R",4,"R",1,"R",1
161299,41,"R",73,"R",19,"R",19,"R",30,"R",4,"R",1,"R",0
161299,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
161299,45,"R",73,"R",19,"R",19,"R",30,"R",4,"R",1,"R",0
161341, 0,"R",37,"R",12,"R",15,"R",8,"R",0,"R",2,"R",0
161341,10,"R",37,"R",12,"R",15,"R",8,"R",0,"R",2,"R",0
161341,20,"R",25,"R",12,"R",13,"R",0,"R",0,"R",0,"R",0
161341,30,"R",10,"R",0,"R",2,"R",8,"R",0,"R",0,"R",0
161341,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0
161341,41,"R",2,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0
161341,44,"R",2,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0
161457, 0,"R",286,"R",47,"R",88,"R",91,"R",1,"R",59,"R",0
161457,10,"R",286,"R",47,"R",88,"R",91,"R",1,"R",59,"R",0
161457,20,"R",85,"R",39,"R",46,"R",0,"R",0,"R",0,"R",0
161457,30,"R",21,"R",0,"R",5,"R",16,"R",0,"R",0,"R",0
161457,40,"R",180,"R",8,"R",37,"R",75,"R",1,"R",59,"R",0
161457,42,"R",180,"R",8,"R",37,"R",75,"R",1,"R",59,"R",0
161484, 0,"R",44,"R",0,"R",0,"R",0,"R",42,"R",0,"R",2
161484,10,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
161484,40,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
161484,42,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
161484,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
161509, 0,"R",30,"R",10,"R",7,"R",13,"R",0,"R",0,"R",0
161509,10,"R",30,"R",10,"R",7,"R",13,"R",0,"R",0,"R",0
161509,40,"R",30,"R",10,"R",7,"R",13,"R",0,"R",0,"R",0
161509,41,"R",24,"R",10,"R",7,"R",7,"R",0,"R",0,"R",0
161509,42,"R",6,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0
161509,44,"R",24,"R",10,"R",7,"R",7,"R",0,"R",0,"R",0
161518, 0,"R",59,"R",8,"R",13,"R",28,"R",10,"R",0,"R",0
161518,10,"R",59,"R",8,"R",13,"R",28,"R",10,"R",0,"R",0
161518,20,"R",16,"R",8,"R",8,"R",0,"R",0,"R",0,"R",0
161518,30,"R",13,"R",0,"R",4,"R",9,"R",0,"R",0,"R",0
161518,40,"R",30,"R",0,"R",1,"R",19,"R",10,"R",0,"R",0
161518,42,"R",14,"R",0,"R",1,"R",9,"R",4,"R",0,"R",0
161518,43,"R",16,"R",0,"R",0,"R",10,"R",6,"R",0,"R",0
161545, 0,"R",103,"R",39,"R",20,"R",12,"R",32,"R",0,"R",0
161545,10,"R",103,"R",39,"R",20,"R",12,"R",32,"R",0,"R",0
161545,40,"R",103,"R",39,"R",20,"R",12,"R",32,"R",0,"R",0
161545,42,"R",103,"R",39,"R",20,"R",12,"R",32,"R",0,"R",0
161554, 0,"R",279,"R",74,"R",72,"R",76,"R",0,"R",52,"R",5
161554,10,"R",279,"R",74,"R",72,"R",76,"R",0,"R",52,"R",5
161554,20,"R",130,"R",64,"R",66,"R",0,"R",0,"R",0,"R",0
161554,30,"R",79,"R",0,"R",3,"R",76,"R",0,"R",0,"R",0
161554,40,"R",70,"R",10,"R",3,"R",0,"R",0,"R",52,"R",5
161554,41,"R",32,"R",6,"R",3,"R",0,"R",0,"R",19,"R",4
161554,42,"R",38,"R",4,"R",0,"R",0,"R",0,"R",33,"R",1
161554,44,"R",26,"R",4,"R",1,"R",0,"R",0,"R",19,"R",2
161554,45,"R",6,"R",2,"R",2,"R",0,"R",0,"R",0,"R",2
161563, 0,"R",37,"R",13,"R",14,"R",9,"R",1,"R",0,"R",0
161563,10,"R",37,"R",13,"R",14,"R",9,"R",1,"R",0,"R",0
161563,40,"R",37,"R",13,"R",14,"R",9,"R",1,"R",0,"R",0
161563,41,"R",31,"R",13,"R",13,"R",4,"R",1,"R",0,"R",0
161563,42,"R",6,"R",0,"R",1,"R",5,"R",0,"R",0,"R",0
161563,44,"R",31,"R",13,"R",13,"R",4,"R",1,"R",0,"R",0
161572, 0,"R",29,"R",6,"R",2,"R",9,"R",3,"R",0,"R",9
161572,10,"R",20,"R",6,"R",2,"R",9,"R",3,"R",0,"R",0
161572,40,"R",20,"R",6,"R",2,"R",9,"R",3,"R",0,"R",0
161572,41,"R",19,"R",6,"R",2,"R",8,"R",3,"R",0,"R",0
161572,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
161572,45,"R",19,"R",6,"R",2,"R",8,"R",3,"R",0,"R",0
161572,50,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
161581, 0,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
161581,10,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
161581,40,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
161581,42,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
161688, 0,"R",99,"R",23,"R",35,"R",29,"R",12,"R",0,"R",0
161688,10,"R",99,"R",23,"R",35,"R",29,"R",12,"R",0,"R",0
161688,20,"R",60,"R",23,"R",22,"R",12,"R",3,"R",0,"R",0
161688,30,"R",39,"R",0,"R",13,"R",17,"R",9,"R",0,"R",0
161767, 0,"R",230,"R",66,"R",83,"R",63,"R",9,"R",0,"R",9
161767,10,"R",230,"R",66,"R",83,"R",63,"R",9,"R",0,"R",9
161767,20,"R",108,"R",60,"R",42,"R",5,"R",1,"R",0,"R",0
161767,30,"R",26,"R",3,"R",16,"R",6,"R",1,"R",0,"R",0
161767,40,"R",96,"R",3,"R",25,"R",52,"R",7,"R",0,"R",9
161767,41,"R",55,"R",2,"R",25,"R",23,"R",5,"R",0,"R",0
161767,43,"R",41,"R",1,"R",0,"R",29,"R",2,"R",0,"R",9
161767,44,"R",55,"R",2,"R",25,"R",23,"R",5,"R",0,"R",0
161864, 0,"R",85,"R",26,"R",23,"R",35,"R",1,"R",0,"R",0
161864,10,"R",85,"R",26,"R",23,"R",35,"R",1,"R",0,"R",0
161864,40,"R",85,"R",26,"R",23,"R",35,"R",1,"R",0,"R",0
161864,43,"R",85,"R",26,"R",23,"R",35,"R",1,"R",0,"R",0
161873, 0,"R",165,"R",55,"R",52,"R",26,"R",0,"R",32,"R",0
161873,10,"R",165,"R",55,"R",52,"R",26,"R",0,"R",32,"R",0
161873,20,"R",106,"R",55,"R",51,"R",0,"R",0,"R",0,"R",0
161873,30,"R",27,"R",0,"R",1,"R",26,"R",0,"R",0,"R",0
161873,40,"R",32,"R",0,"R",0,"R",0,"R",0,"R",32,"R",0
161873,41,"R",15,"R",0,"R",0,"R",0,"R",0,"R",15,"R",0
161873,42,"R",17,"R",0,"R",0,"R",0,"R",0,"R",17,"R",0
161873,44,"R",15,"R",0,"R",0,"R",0,"R",0,"R",15,"R",0
162007, 0,"R",231,"R",48,"R",54,"R",89,"R",7,"R",33,"R",0
162007,10,"R",231,"R",48,"R",54,"R",89,"R",7,"R",33,"R",0
162007,20,"R",94,"R",43,"R",31,"R",20,"R",0,"R",0,"R",0
162007,30,"R",98,"R",5,"R",23,"R",68,"R",2,"R",0,"R",0
162007,40,"R",39,"R",0,"R",0,"R",1,"R",5,"R",33,"R",0
162007,41,"R",11,"R",0,"R",0,"R",1,"R",5,"R",5,"R",0
162007,42,"R",28,"R",0,"R",0,"R",0,"R",0,"R",28,"R",0
162007,44,"R",11,"R",0,"R",0,"R",1,"R",5,"R",5,"R",0
162061, 0,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
162061,10,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
162061,40,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
162061,42,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
162061,43,"R",11,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0
162104, 0,"R",51,"R",16,"R",14,"R",19,"R",0,"R",1,"R",1
162104,10,"R",51,"R",16,"R",14,"R",19,"R",0,"R",1,"R",1
162104,40,"R",51,"R",16,"R",14,"R",19,"R",0,"R",1,"R",1
162104,41,"R",46,"R",15,"R",12,"R",18,"R",0,"R",1,"R",0
162104,42,"R",5,"R",1,"R",2,"R",1,"R",0,"R",0,"R",1
162104,44,"R",46,"R",15,"R",12,"R",18,"R",0,"R",1,"R",0
162122, 0,"R",114,"R",58,"R",16,"R",29,"R",7,"R",0,"R",4
162122,10,"R",114,"R",58,"R",16,"R",29,"R",7,"R",0,"R",4
162122,20,"R",40,"R",35,"R",1,"R",0,"R",0,"R",0,"R",4
162122,30,"R",5,"R",3,"R",0,"R",2,"R",0,"R",0,"R",0
162122,40,"R",69,"R",20,"R",15,"R",27,"R",7,"R",0,"R",0
162122,42,"R",69,"R",20,"R",15,"R",27,"R",7,"R",0,"R",0
162168, 0,"R",52,"R",14,"R",17,"R",12,"R",9,"R",0,"R",0
162168,10,"R",52,"R",14,"R",17,"R",12,"R",9,"R",0,"R",0
162168,40,"R",52,"R",14,"R",17,"R",12,"R",9,"R",0,"R",0
162168,41,"R",47,"R",14,"R",15,"R",11,"R",7,"R",0,"R",0
162168,42,"R",3,"R",0,"R",1,"R",0,"R",2,"R",0,"R",0
162168,43,"R",2,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0
162168,44,"R",47,"R",14,"R",15,"R",11,"R",7,"R",0,"R",0
162210, 0,"R",32,"R",13,"R",11,"R",7,"R",1,"R",0,"R",0
162210,10,"R",32,"R",13,"R",11,"R",7,"R",1,"R",0,"R",0
162210,40,"R",32,"R",13,"R",11,"R",7,"R",1,"R",0,"R",0
162210,42,"R",32,"R",13,"R",11,"R",7,"R",1,"R",0,"R",0
162283, 0,"R",117,"R",22,"R",34,"R",55,"R",1,"R",5,"R",0
162283,10,"R",117,"R",22,"R",34,"R",55,"R",1,"R",5,"R",0
162283,20,"R",78,"R",22,"R",32,"R",24,"R",0,"R",0,"R",0
162283,30,"R",35,"R",0,"R",2,"R",31,"R",1,"R",1,"R",0
162283,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0
162283,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0
162557, 0,"R",104,"R",36,"R",23,"R",45,"R",0,"R",0,"R",0
162557,10,"R",104,"R",36,"R",23,"R",45,"R",0,"R",0,"R",0
162557,40,"R",104,"R",36,"R",23,"R",45,"R",0,"R",0,"R",0
162557,43,"R",104,"R",36,"R",23,"R",45,"R",0,"R",0,"R",0
162584, 0,"R",218,"R",67,"R",63,"R",55,"R",1,"R",32,"R",0
162584,10,"R",218,"R",67,"R",63,"R",55,"R",1,"R",32,"R",0
162584,20,"R",130,"R",67,"R",54,"R",9,"R",0,"R",0,"R",0
162584,30,"R",56,"R",0,"R",9,"R",46,"R",1,"R",0,"R",0
162584,40,"R",32,"R",0,"R",0,"R",0,"R",0,"R",32,"R",0
162584,42,"R",31,"R",0,"R",0,"R",0,"R",0,"R",31,"R",0
162584,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
162609, 0,"R",20,"R",7,"R",6,"R",6,"R",0,"R",0,"R",1
162609,10,"R",19,"R",7,"R",6,"R",6,"R",0,"R",0,"R",0
162609,40,"R",19,"R",7,"R",6,"R",6,"R",0,"R",0,"R",0
162609,42,"R",19,"R",7,"R",6,"R",6,"R",0,"R",0,"R",0
162609,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
162654, 0,"R",106,"R",25,"R",36,"R",38,"R",7,"R",0,"R",0
162654,10,"R",106,"R",25,"R",36,"R",38,"R",7,"R",0,"R",0
162654,20,"R",60,"R",25,"R",34,"R",1,"R",0,"R",0,"R",0
162654,30,"R",20,"R",0,"R",1,"R",19,"R",0,"R",0,"R",0
162654,40,"R",26,"R",0,"R",1,"R",18,"R",7,"R",0,"R",0
162654,41,"R",14,"R",0,"R",1,"R",10,"R",3,"R",0,"R",0
162654,42,"R",12,"R",0,"R",0,"R",8,"R",4,"R",0,"R",0
162654,44,"R",14,"R",0,"R",1,"R",10,"R",3,"R",0,"R",0
162690, 0,"R",76,"R",10,"R",13,"R",39,"R",14,"R",0,"R",0
162690,10,"R",76,"R",10,"R",13,"R",39,"R",14,"R",0,"R",0
162690,20,"R",38,"R",10,"R",11,"R",17,"R",0,"R",0,"R",0
162690,30,"R",38,"R",0,"R",2,"R",22,"R",14,"R",0,"R",0
162706, 0,"R",104,"R",16,"R",21,"R",67,"R",0,"R",0,"R",0
162706,10,"R",104,"R",16,"R",21,"R",67,"R",0,"R",0,"R",0
162706,20,"R",40,"R",16,"R",18,"R",6,"R",0,"R",0,"R",0
162706,30,"R",41,"R",0,"R",3,"R",38,"R",0,"R",0,"R",0
162706,40,"R",23,"R",0,"R",0,"R",23,"R",0,"R",0,"R",0
162706,41,"R",20,"R",0,"R",0,"R",20,"R",0,"R",0,"R",0
162706,42,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
162706,43,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
162706,44,"R",20,"R",0,"R",0,"R",20,"R",0,"R",0,"R",0
162760, 0,"R",95,"R",21,"R",33,"R",40,"R",1,"R",0,"R",0
162760,10,"R",95,"R",21,"R",33,"R",40,"R",1,"R",0,"R",0
162760,20,"R",48,"R",21,"R",27,"R",0,"R",0,"R",0,"R",0
162760,30,"R",40,"R",0,"R",6,"R",34,"R",0,"R",0,"R",0
162760,40,"R",7,"R",0,"R",0,"R",6,"R",1,"R",0,"R",0
162760,42,"R",7,"R",0,"R",0,"R",6,"R",1,"R",0,"R",0
162779, 0,"R",187,"R",71,"R",61,"R",35,"R",20,"R",0,"R",0
162779,10,"R",187,"R",71,"R",61,"R",35,"R",20,"R",0,"R",0
162779,40,"R",187,"R",71,"R",61,"R",35,"R",20,"R",0,"R",0
162779,41,"R",187,"R",71,"R",61,"R",35,"R",20,"R",0,"R",0
162779,44,"R",164,"R",70,"R",57,"R",30,"R",7,"R",0,"R",0
162779,45,"R",23,"R",1,"R",4,"R",5,"R",13,"R",0,"R",0
162928, 0,"R",3909,"R",1144,"R",859,"R",1423,"R",198,"R",264,"R",21
162928,10,"R",3909,"R",1144,"R",859,"R",1423,"R",198,"R",264,"R",21
162928,20,"R",1146,"R",1041,"R",105,"R",0,"R",0,"R",0,"R",0
162928,30,"R",2065,"R",3,"R",693,"R",1369,"R",0,"R",0,"R",0
162928,40,"R",698,"R",100,"R",61,"R",54,"R",198,"R",264,"R",21
162928,41,"R",356,"R",72,"R",41,"R",45,"R",11,"R",178,"R",9
162928,42,"R",334,"R",28,"R",20,"R",8,"R",187,"R",86,"R",5
162928,43,"R",8,"R",0,"R",0,"R",1,"R",0,"R",0,"R",7
162928,44,"R",327,"R",59,"R",32,"R",42,"R",9,"R",177,"R",8
162928,45,"R",29,"R",13,"R",9,"R",3,"R",2,"R",1,"R",1
163028, 0,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
163028,10,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
163028,40,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
163028,41,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
163028,45,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
163046, 0,"R",328,"R",78,"R",108,"R",130,"R",12,"R",0,"R",0
163046,10,"R",328,"R",78,"R",108,"R",130,"R",12,"R",0,"R",0
163046,20,"R",185,"R",77,"R",106,"R",2,"R",0,"R",0,"R",0
163046,30,"R",18,"R",1,"R",2,"R",15,"R",0,"R",0,"R",0
163046,40,"R",125,"R",0,"R",0,"R",113,"R",12,"R",0,"R",0
163046,42,"R",125,"R",0,"R",0,"R",113,"R",12,"R",0,"R",0
163204, 0,"R",177,"R",111,"R",56,"R",10,"R",0,"R",0,"R",0
163204,10,"R",177,"R",111,"R",56,"R",10,"R",0,"R",0,"R",0
163204,40,"R",177,"R",111,"R",56,"R",10,"R",0,"R",0,"R",0
163204,42,"R",177,"R",111,"R",56,"R",10,"R",0,"R",0,"R",0
163259, 0,"R",1901,"R",464,"R",387,"R",882,"R",148,"R",7,"R",13
163259,10,"R",1901,"R",464,"R",387,"R",882,"R",148,"R",7,"R",13
163259,20,"R",358,"R",291,"R",66,"R",1,"R",0,"R",0,"R",0
163259,30,"R",88,"R",5,"R",25,"R",58,"R",0,"R",0,"R",0
163259,40,"R",1455,"R",168,"R",296,"R",823,"R",148,"R",7,"R",13
163259,42,"R",1454,"R",168,"R",296,"R",823,"R",148,"R",7,"R",12
163259,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
163268, 0,"R",560,"R",168,"R",157,"R",96,"R",7,"R",132,"R",0
163268,10,"R",560,"R",168,"R",157,"R",96,"R",7,"R",132,"R",0
163268,20,"R",290,"R",149,"R",140,"R",1,"R",0,"R",0,"R",0
163268,30,"R",99,"R",1,"R",9,"R",89,"R",0,"R",0,"R",0
163268,40,"R",171,"R",18,"R",8,"R",6,"R",7,"R",132,"R",0
163268,42,"R",171,"R",18,"R",8,"R",6,"R",7,"R",132,"R",0
163286, 0,"R",1894,"R",693,"R",400,"R",261,"R",4,"R",536,"R",0
163286,10,"R",1894,"R",693,"R",400,"R",261,"R",4,"R",536,"R",0
163286,20,"R",1074,"R",679,"R",395,"R",0,"R",0,"R",0,"R",0
163286,30,"R",265,"R",0,"R",5,"R",260,"R",0,"R",0,"R",0
163286,40,"R",555,"R",14,"R",0,"R",1,"R",4,"R",536,"R",0
163286,42,"R",555,"R",14,"R",0,"R",1,"R",4,"R",536,"R",0
163295, 0,"R",137,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137
163295,10,"R",137,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137
163295,40,"R",137,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137
163295,41,"R",126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126
163295,42,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
163295,44,"R",126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126
163338, 0,"R",202,"R",55,"R",75,"R",39,"R",0,"R",33,"R",0
163338,10,"R",202,"R",55,"R",75,"R",39,"R",0,"R",33,"R",0
163338,20,"R",112,"R",52,"R",57,"R",3,"R",0,"R",0,"R",0
163338,30,"R",43,"R",0,"R",13,"R",30,"R",0,"R",0,"R",0
163338,40,"R",47,"R",3,"R",5,"R",6,"R",0,"R",33,"R",0
163338,42,"R",16,"R",2,"R",4,"R",4,"R",0,"R",6,"R",0
163338,43,"R",31,"R",1,"R",1,"R",2,"R",0,"R",27,"R",0
163426, 0,"R",463,"R",318,"R",88,"R",29,"R",0,"R",0,"R",28
163426,10,"R",463,"R",318,"R",88,"R",29,"R",0,"R",0,"R",28
163426,40,"R",463,"R",318,"R",88,"R",29,"R",0,"R",0,"R",28
163426,41,"R",125,"R",119,"R",6,"R",0,"R",0,"R",0,"R",0
163426,42,"R",338,"R",199,"R",82,"R",29,"R",0,"R",0,"R",28
163426,44,"R",125,"R",119,"R",6,"R",0,"R",0,"R",0,"R",0
163453, 0,"R",409,"R",63,"R",153,"R",74,"R",1,"R",118,"R",0
163453,10,"R",409,"R",63,"R",153,"R",74,"R",1,"R",118,"R",0
163453,20,"R",201,"R",63,"R",137,"R",1,"R",0,"R",0,"R",0
163453,30,"R",87,"R",0,"R",15,"R",72,"R",0,"R",0,"R",0
163453,40,"R",121,"R",0,"R",1,"R",1,"R",1,"R",118,"R",0
163453,41,"R",33,"R",0,"R",1,"R",1,"R",1,"R",30,"R",0
163453,42,"R",81,"R",0,"R",0,"R",0,"R",0,"R",81,"R",0
163453,43,"R",7,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0
163453,44,"R",33,"R",0,"R",1,"R",1,"R",1,"R",30,"R",0
163462, 0,"R",133,"R",25,"R",56,"R",30,"R",0,"R",22,"R",0
163462,10,"R",133,"R",25,"R",56,"R",30,"R",0,"R",22,"R",0
163462,20,"R",70,"R",23,"R",47,"R",0,"R",0,"R",0,"R",0
163462,30,"R",22,"R",0,"R",2,"R",20,"R",0,"R",0,"R",0
163462,40,"R",41,"R",2,"R",7,"R",10,"R",0,"R",22,"R",0
163462,41,"R",14,"R",1,"R",4,"R",5,"R",0,"R",4,"R",0
163462,42,"R",27,"R",1,"R",3,"R",5,"R",0,"R",18,"R",0
163462,44,"R",14,"R",1,"R",4,"R",5,"R",0,"R",4,"R",0
163532, 0,"R",13,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0
163532,10,"R",13,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0
163532,20,"R",13,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0
163578, 0,"R",94,"R",11,"R",30,"R",53,"R",0,"R",0,"R",0
163578,10,"R",94,"R",11,"R",30,"R",53,"R",0,"R",0,"R",0
163578,20,"R",32,"R",11,"R",21,"R",0,"R",0,"R",0,"R",0
163578,30,"R",53,"R",0,"R",9,"R",44,"R",0,"R",0,"R",0
163578,40,"R",9,"R",0,"R",0,"R",9,"R",0,"R",0,"R",0
163578,42,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
163578,43,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
163657, 0,"R",233,"R",92,"R",117,"R",24,"R",0,"R",0,"R",0
163657,10,"R",233,"R",92,"R",117,"R",24,"R",0,"R",0,"R",0
163657,20,"R",84,"R",54,"R",30,"R",0,"R",0,"R",0,"R",0
163657,30,"R",107,"R",23,"R",63,"R",21,"R",0,"R",0,"R",0
163657,40,"R",42,"R",15,"R",24,"R",3,"R",0,"R",0,"R",0
163657,42,"R",42,"R",15,"R",24,"R",3,"R",0,"R",0,"R",0
163851, 0,"R",425,"R",112,"R",115,"R",104,"R",8,"R",86,"R",0
163851,10,"R",425,"R",112,"R",115,"R",104,"R",8,"R",86,"R",0
163851,20,"R",236,"R",111,"R",115,"R",10,"R",0,"R",0,"R",0
163851,30,"R",102,"R",0,"R",0,"R",94,"R",8,"R",0,"R",0
163851,40,"R",87,"R",1,"R",0,"R",0,"R",0,"R",86,"R",0
163851,41,"R",41,"R",1,"R",0,"R",0,"R",0,"R",40,"R",0
163851,42,"R",46,"R",0,"R",0,"R",0,"R",0,"R",46,"R",0
163851,45,"R",41,"R",1,"R",0,"R",0,"R",0,"R",40,"R",0
163912, 0,"R",122,"R",45,"R",33,"R",38,"R",0,"R",6,"R",0
163912,10,"R",122,"R",45,"R",33,"R",38,"R",0,"R",6,"R",0
163912,20,"R",77,"R",45,"R",32,"R",0,"R",0,"R",0,"R",0
163912,30,"R",24,"R",0,"R",0,"R",24,"R",0,"R",0,"R",0
163912,40,"R",21,"R",0,"R",1,"R",14,"R",0,"R",6,"R",0
163912,41,"R",21,"R",0,"R",1,"R",14,"R",0,"R",6,"R",0
163912,44,"R",21,"R",0,"R",1,"R",14,"R",0,"R",6,"R",0
163976, 0,"R",51,"R",51,"R",0,"R",0,"R",0,"R",0,"R",0
163976,10,"R",51,"R",51,"R",0,"R",0,"R",0,"R",0,"R",0
163976,20,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
163976,30,"R",10,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0
163976,40,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
163976,42,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
164076, 0,"R",905,"R",245,"R",223,"R",198,"R",9,"R",230,"R",0
164076,10,"R",905,"R",245,"R",223,"R",198,"R",9,"R",230,"R",0
164076,20,"R",443,"R",239,"R",201,"R",3,"R",0,"R",0,"R",0
164076,30,"R",160,"R",0,"R",6,"R",150,"R",4,"R",0,"R",0
164076,40,"R",302,"R",6,"R",16,"R",45,"R",5,"R",230,"R",0
164076,42,"R",286,"R",6,"R",16,"R",45,"R",5,"R",214,"R",0
164076,43,"R",16,"R",0,"R",0,"R",0,"R",0,"R",16,"R",0
164085, 0,"R",10,"R",1,"R",2,"R",3,"R",2,"R",0,"R",2
164085,10,"R",8,"R",1,"R",2,"R",3,"R",2,"R",0,"R",0
164085,40,"R",8,"R",1,"R",2,"R",3,"R",2,"R",0,"R",0
164085,41,"R",3,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0
164085,42,"R",5,"R",1,"R",1,"R",2,"R",1,"R",0,"R",0
164085,44,"R",3,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0
164085,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
164155, 0,"R",325,"R",125,"R",90,"R",69,"R",28,"R",0,"R",13
164155,10,"R",325,"R",125,"R",90,"R",69,"R",28,"R",0,"R",13
164155,20,"R",212,"R",123,"R",89,"R",0,"R",0,"R",0,"R",0
164155,30,"R",72,"R",2,"R",1,"R",69,"R",0,"R",0,"R",0
164155,40,"R",41,"R",0,"R",0,"R",0,"R",28,"R",0,"R",13
164155,41,"R",40,"R",0,"R",0,"R",0,"R",27,"R",0,"R",13
164155,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
164155,44,"R",35,"R",0,"R",0,"R",0,"R",22,"R",0,"R",13
