UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
178244,60, 60,"R",2,"R",2
178244,89,999,"R",2,"R",2
178244,90, 90,"R",1,"R",0
178244,98, 98,"R",17,"A",
178244,99, 99,"R",317,"R",266
178341, 1,  1,"R",1,"R",0
178341, 5,  5,"R",36,"R",33
178341, 8,  8,"R",1,"R",1
178341,16, 16,"R",1,"R",1
178341,17, 17,"R",13,"R",13
178341,18, 18,"R",1,"R",1
178341,20, 20,"R",44,"R",38
178341,24, 24,"R",1,"R",1
178341,28, 28,"R",1,"R",1
178341,29, 29,"R",423,"R",350
178341,31, 31,"R",1,"R",1
178341,36, 36,"R",1,"R",1
178341,39, 39,"R",2,"R",2
178341,40, 40,"R",51,"R",44
178341,47, 47,"R",3,"R",2
178341,48, 48,"R",13,"R",12
178341,55, 55,"R",1,"R",0
178341,58,999,"R",594,"R",501
178341,90, 90,"R",10,"R",8
178341,98, 98,"R",1,"A",
178341,99, 99,"R",605,"R",509
178369, 1,  1,"R",3,"R",3
178369, 4,  4,"R",5,"R",4
178369, 5,  5,"R",8,"R",8
178369, 6,  6,"R",21,"R",21
178369, 8,  8,"R",2,"R",2
178369,12, 12,"R",19,"R",19
178369,13, 13,"R",7,"R",6
178369,15, 15,"R",8,"R",8
178369,16, 16,"R",2,"R",1
178369,17, 17,"R",4,"R",4
178369,18, 18,"R",2,"R",1
178369,19, 19,"R",2,"R",1
178369,20, 20,"R",5,"R",5
178369,21, 21,"R",1,"R",1
178369,22, 22,"R",19,"R",18
178369,24, 24,"R",5,"R",5
178369,25, 25,"R",1,"R",1
178369,27, 27,"R",1,"R",1
178369,28, 28,"R",1,"R",1
178369,29, 29,"R",102,"R",86
178369,31, 31,"R",2,"R",2
178369,32, 32,"R",2,"R",2
178369,36, 36,"R",1,"R",0
178369,37, 37,"R",1,"R",1
178369,40, 40,"R",2,"R",2
178369,41, 41,"R",1,"R",1
178369,42, 42,"R",1,"R",1
178369,47, 47,"R",2,"R",1
178369,48, 48,"R",17,"R",16
178369,49, 49,"R",1,"R",1
178369,51, 51,"R",2,"R",2
178369,55, 55,"R",2,"R",2
178369,56, 56,"R",1,"R",1
178369,58,999,"R",253,"R",228
178369,60, 60,"R",1,"R",0
178369,89,999,"R",1,"R",0
178369,90, 90,"R",127,"R",76
178369,99, 99,"R",381,"R",304
178387, 4,  4,"R",2,"R",2
178387, 5,  5,"R",2,"R",2
178387, 6,  6,"R",3,"R",3
178387, 8,  8,"R",9,"R",8
178387,12, 12,"R",1,"R",1
178387,17, 17,"R",6,"R",6
178387,18, 18,"R",2,"R",2
178387,19, 19,"R",10,"R",9
178387,20, 20,"R",28,"R",26
178387,21, 21,"R",2,"R",1
178387,27, 27,"R",3,"R",3
178387,29, 29,"R",492,"R",425
178387,31, 31,"R",15,"R",15
178387,36, 36,"R",3,"R",2
178387,37, 37,"R",1,"R",1
178387,40, 40,"R",2,"R",2
178387,42, 42,"R",1,"R",1
178387,46, 46,"R",1,"R",1
178387,47, 47,"R",1,"R",1
178387,48, 48,"R",8,"R",8
178387,51, 51,"R",1,"R",0
178387,57, 57,"R",1,"R",1
178387,58,999,"R",594,"R",520
178387,90, 90,"R",4,"R",2
178387,99, 99,"R",598,"R",522
178396, 1,  1,"R",4,"R",4
178396, 2,  2,"R",1,"R",1
178396, 4,  4,"R",9,"R",9
178396, 5,  5,"R",18,"R",17
178396, 6,  6,"R",28,"R",28
178396, 8,  8,"R",54,"R",53
178396, 9,  9,"R",3,"R",3
178396,10, 10,"R",1,"R",1
178396,12, 12,"R",9,"R",9
178396,13, 13,"R",16,"R",14
178396,15, 15,"R",2,"R",2
178396,17, 17,"R",846,"R",835
178396,18, 18,"R",10,"R",10
178396,19, 19,"R",37,"R",37
178396,20, 20,"R",105,"R",103
178396,21, 21,"R",5,"R",5
178396,22, 22,"R",3,"R",2
178396,23, 23,"R",1,"R",1
178396,24, 24,"R",7,"R",7
178396,25, 25,"R",4,"R",4
178396,26, 26,"R",8,"R",7
178396,27, 27,"R",75,"R",75
178396,28, 28,"R",4,"R",4
178396,29, 29,"R",3465,"R",3402
178396,31, 31,"R",19,"R",19
178396,32, 32,"R",3,"R",3
178396,33, 33,"R",1,"R",1
178396,34, 34,"R",3,"R",3
178396,35, 35,"R",1,"R",1
178396,36, 36,"R",5,"R",5
178396,37, 37,"R",3,"R",3
178396,38, 38,"R",1,"R",0
178396,39, 39,"R",16,"R",15
178396,40, 40,"R",16,"R",16
178396,42, 42,"R",5,"R",5
178396,45, 45,"R",5,"R",4
178396,46, 46,"R",1,"R",1
178396,47, 47,"R",24,"R",23
178396,48, 48,"R",83,"R",79
178396,49, 49,"R",1,"R",1
178396,50, 50,"R",1,"R",1
178396,51, 51,"R",11,"R",11
178396,53, 53,"R",5,"R",4
178396,55, 55,"R",21,"R",20
178396,58,999,"R",4940,"R",4848
178396,90, 90,"R",39,"R",22
178396,98, 98,"R",4,"A",
178396,99, 99,"R",4983,"R",4870
178402, 4,  4,"R",2,"R",0
178402, 5,  5,"R",7,"R",7
178402, 6,  6,"R",4,"R",2
178402, 8,  8,"R",5,"R",5
178402, 9,  9,"R",1,"R",1
178402,12, 12,"R",3,"R",3
178402,13, 13,"R",2,"R",2
178402,17, 17,"R",14,"R",14
178402,18, 18,"R",2,"R",2
178402,19, 19,"R",7,"R",6
178402,20, 20,"R",214,"R",201
178402,22, 22,"R",1,"R",1
178402,26, 26,"R",2,"R",2
178402,27, 27,"R",7,"R",6
178402,29, 29,"R",805,"R",756
178402,31, 31,"R",7,"R",7
178402,33, 33,"R",2,"R",2
178402,34, 34,"R",1,"R",1
178402,36, 36,"R",2,"R",1
178402,37, 37,"R",1,"R",1
178402,39, 39,"R",2,"R",2
178402,40, 40,"R",8,"R",8
178402,42, 42,"R",2,"R",2
178402,46, 46,"R",2,"R",2
178402,48, 48,"R",14,"R",14
178402,51, 51,"R",1,"R",1
178402,53, 53,"R",1,"R",1
178402,55, 55,"R",3,"R",2
178402,58,999,"R",1122,"R",1052
178402,90, 90,"R",43,"R",23
178402,99, 99,"R",1165,"R",1075
178411, 1,  1,"R",2,"R",2
178411, 4,  4,"R",4,"R",3
178411, 5,  5,"R",25,"R",23
178411, 6,  6,"R",10,"R",10
178411, 8,  8,"R",7,"R",6
178411,12, 12,"R",6,"R",4
178411,13, 13,"R",1,"R",1
178411,17, 17,"R",102,"R",96
178411,19, 19,"R",8,"R",8
178411,20, 20,"R",34,"R",31
178411,21, 21,"R",2,"R",1
178411,24, 24,"R",2,"R",2
178411,26, 26,"R",2,"R",2
178411,28, 28,"R",2,"R",2
178411,29, 29,"R",870,"R",806
178411,31, 31,"R",2,"R",2
178411,32, 32,"R",1,"R",1
178411,36, 36,"R",2,"R",2
178411,37, 37,"R",1,"R",1
178411,40, 40,"R",7,"R",6
178411,42, 42,"R",2,"R",2
178411,45, 45,"R",1,"R",1
178411,47, 47,"R",3,"R",3
178411,48, 48,"R",21,"R",20
178411,51, 51,"R",1,"R",1
178411,55, 55,"R",1,"R",1
178411,58,999,"R",1119,"R",1037
178411,90, 90,"R",27,"R",10
178411,99, 99,"R",1146,"R",1047
178420, 4,  4,"R",1,"R",1
178420, 5,  5,"R",2,"R",2
178420, 6,  6,"R",2,"R",2
178420,17, 17,"R",41,"R",39
178420,18, 18,"R",2,"R",2
178420,19, 19,"R",2,"R",2
178420,20, 20,"R",1,"R",1
178420,21, 21,"R",1,"R",1
178420,22, 22,"R",1,"R",1
178420,27, 27,"R",1,"R",0
178420,29, 29,"R",351,"R",299
178420,31, 31,"R",1,"R",1
178420,35, 35,"R",1,"R",1
178420,40, 40,"R",1,"R",1
178420,47, 47,"R",2,"R",1
178420,48, 48,"R",3,"R",3
178420,53, 53,"R",1,"R",1
178420,55, 55,"R",1,"R",1
178420,58,999,"R",415,"R",359
178420,90, 90,"R",28,"R",9
178420,99, 99,"R",443,"R",368
178448, 6,  6,"R",1,"R",1
178448, 8,  8,"R",4,"R",3
178448, 9,  9,"R",1,"Z",0
178448,12, 12,"R",3,"R",2
178448,13, 13,"R",2,"R",2
178448,17, 17,"R",27,"R",18
178448,18, 18,"R",1,"Z",0
178448,19, 19,"R",5,"R",5
178448,20, 20,"R",1,"R",1
178448,24, 24,"R",1,"R",1
178448,26, 26,"R",1,"R",1
178448,27, 27,"R",1,"R",1
178448,29, 29,"R",995,"R",821
178448,30, 30,"R",1,"R",1
178448,32, 32,"R",1,"R",1
178448,36, 36,"R",1,"Z",0
178448,39, 39,"R",2,"R",1
178448,40, 40,"R",2,"R",2
178448,47, 47,"R",1,"Z",0
178448,48, 48,"R",1,"R",1
178448,49, 49,"R",1,"R",1
178448,55, 55,"R",1,"R",1
178448,58,999,"R",1054,"R",864
178448,90, 90,"R",8,"R",6
178448,99, 99,"R",1062,"R",870
178527, 5,  5,"R",1,"Z",0
178527,29, 29,"R",40,"R",12
178527,58,999,"R",41,"R",12
178527,99, 99,"R",41,"R",12
178615, 5,  5,"R",1,"R",1
178615, 6,  6,"R",3,"R",3
178615, 8,  8,"R",1,"R",1
178615,16, 16,"R",1,"R",1
178615,17, 17,"R",46,"R",46
178615,18, 18,"R",1,"R",1
178615,19, 19,"R",11,"R",11
178615,20, 20,"R",11,"R",11
178615,25, 25,"R",1,"R",1
178615,27, 27,"R",5,"R",4
178615,29, 29,"R",512,"R",498
178615,31, 31,"R",5,"R",5
178615,36, 36,"R",1,"R",1
178615,40, 40,"R",2,"R",2
178615,48, 48,"R",4,"R",4
178615,55, 55,"R",6,"R",6
178615,58,999,"R",611,"R",596
178615,90, 90,"R",88,"R",3
178615,99, 99,"R",699,"R",599
178624, 5,  5,"R",1,"R",1
178624, 6,  6,"R",1,"Z",0
178624, 8,  8,"R",2,"R",2
178624,12, 12,"R",7,"R",7
178624,15, 15,"R",1,"R",1
178624,17, 17,"R",4,"R",4
178624,18, 18,"R",1,"R",1
178624,19, 19,"R",133,"R",133
178624,20, 20,"R",57,"R",56
178624,27, 27,"R",3,"R",3
178624,29, 29,"R",715,"R",684
178624,31, 31,"R",139,"R",138
178624,40, 40,"R",1,"R",1
178624,47, 47,"R",1,"R",1
178624,48, 48,"R",3,"R",3
178624,51, 51,"R",1,"Z",0
178624,55, 55,"R",1,"R",1
178624,58,999,"R",1071,"R",1036
178624,90, 90,"R",23,"R",14
178624,98, 98,"R",1,"A",
178624,99, 99,"R",1095,"R",1050
178679, 5,  5,"R",4,"R",3
178679, 6,  6,"R",1,"R",1
178679, 8,  8,"R",8,"R",6
178679,13, 13,"R",1,"R",1
178679,16, 16,"R",3,"R",3
178679,17, 17,"R",15,"R",12
178679,18, 18,"R",8,"R",8
178679,19, 19,"R",7,"R",6
178679,20, 20,"R",14,"R",14
178679,21, 21,"R",3,"R",3
178679,26, 26,"R",1,"R",0
178679,27, 27,"R",1,"R",1
178679,29, 29,"R",41,"R",39
178679,31, 31,"R",2,"R",2
178679,36, 36,"R",1,"R",1
178679,39, 39,"R",3,"R",2
178679,40, 40,"R",22,"R",21
178679,45, 45,"R",1,"R",1
178679,46, 46,"R",1,"R",1
178679,47, 47,"R",2,"R",2
178679,48, 48,"R",6,"R",6
178679,53, 53,"R",1,"R",1
178679,55, 55,"R",1,"R",1
178679,58,999,"R",147,"R",135
178679,99, 99,"R",147,"R",135
178697, 1,  1,"R",1,"R",0
178697, 2,  2,"R",1,"R",1
178697, 4,  4,"R",1,"R",1
178697, 5,  5,"R",51,"R",47
178697, 6,  6,"R",4,"R",4
178697, 8,  8,"R",4,"R",3
178697,12, 12,"R",2,"R",2
178697,13, 13,"R",1,"R",0
178697,16, 16,"R",1,"R",1
178697,17, 17,"R",9,"R",8
178697,19, 19,"R",4,"R",4
178697,20, 20,"R",23,"R",23
178697,21, 21,"R",1,"R",1
178697,27, 27,"R",3,"R",3
178697,28, 28,"R",1,"R",1
178697,29, 29,"R",201,"R",192
178697,31, 31,"R",1,"R",1
178697,37, 37,"R",2,"R",2
178697,39, 39,"R",4,"R",3
178697,40, 40,"R",20,"R",18
178697,42, 42,"R",1,"R",1
178697,47, 47,"R",4,"R",4
178697,48, 48,"R",12,"R",11
178697,51, 51,"R",1,"R",1
178697,53, 53,"R",1,"R",1
178697,56, 56,"R",2,"R",2
178697,58,999,"R",356,"R",335
178697,90, 90,"R",2,"R",2
178697,99, 99,"R",358,"R",337
178721, 4,  4,"R",38,"R",24
178721, 5,  5,"R",3,"R",2
178721, 6,  6,"R",17,"R",1
178721, 8,  8,"R",4,"R",3
178721,12, 12,"R",6,"R",1
178721,13, 13,"R",4,"Z",0
178721,15, 15,"R",1,"Z",0
178721,16, 16,"R",6,"R",1
178721,17, 17,"R",2,"Z",0
178721,20, 20,"R",10,"R",7
178721,25, 25,"R",1,"Z",0
178721,26, 26,"R",3,"R",1
178721,29, 29,"R",110,"R",79
178721,32, 32,"R",4,"R",4
178721,35, 35,"R",6,"Z",0
178721,36, 36,"R",1,"Z",0
178721,37, 37,"R",6,"Z",0
178721,38, 38,"R",2,"Z",0
178721,39, 39,"R",1,"Z",0
178721,41, 41,"R",5,"R",4
178721,45, 45,"R",10,"Z",0
178721,47, 47,"R",2,"Z",0
178721,48, 48,"R",42,"R",5
178721,49, 49,"R",9,"R",1
178721,51, 51,"R",5,"R",1
178721,53, 53,"R",11,"R",4
178721,56, 56,"R",1,"Z",0
178721,58,999,"R",310,"R",138
178721,90, 90,"R",15,"R",2
178721,98, 98,"R",11,"A",
178721,99, 99,"R",336,"R",140
178767,17, 17,"R",2,"R",1
178767,29, 29,"R",2,"R",1
178767,58,999,"R",4,"R",2
178767,99, 99,"R",4,"R",2
178828, 5,  5,"R",1,"R",1
178828,29, 29,"R",20,"R",10
178828,58,999,"R",21,"R",11
178828,99, 99,"R",21,"R",11
178891, 4,  4,"R",1,"R",1
178891, 5,  5,"R",1,"R",1
178891,13, 13,"R",1,"Z",0
178891,17, 17,"R",93,"R",72
178891,29, 29,"R",452,"R",283
178891,55, 55,"R",2,"R",1
178891,58,999,"R",550,"R",358
178891,99, 99,"R",550,"R",358
179043, 4,  4,"R",2,"R",2
179043, 5,  5,"R",4,"R",4
179043, 6,  6,"R",1,"R",1
179043, 8,  8,"R",6,"R",6
179043,12, 12,"R",2,"R",2
179043,17, 17,"R",7,"R",7
179043,18, 18,"R",2,"R",2
179043,19, 19,"R",5,"R",5
179043,20, 20,"R",53,"R",53
179043,25, 25,"R",1,"R",1
179043,26, 26,"R",1,"R",1
179043,27, 27,"R",7,"R",7
179043,29, 29,"R",166,"R",163
179043,31, 31,"R",11,"R",11
179043,36, 36,"R",1,"R",1
179043,40, 40,"R",3,"R",3
179043,41, 41,"R",1,"R",1
179043,42, 42,"R",1,"R",1
179043,46, 46,"R",2,"R",2
179043,48, 48,"R",2,"R",2
179043,55, 55,"R",1,"R",1
179043,58,999,"R",279,"R",276
179043,90, 90,"R",8,"R",5
179043,99, 99,"R",287,"R",281
179159, 2,  2,"R",1,"R",1
179159, 4,  4,"R",3,"R",3
179159, 5,  5,"R",10,"R",10
179159, 6,  6,"R",32,"R",32
179159, 8,  8,"R",20,"R",19
179159, 9,  9,"R",5,"R",5
179159,10, 10,"R",1,"R",1
179159,12, 12,"R",6,"R",5
179159,13, 13,"R",11,"R",10
179159,15, 15,"R",2,"R",2
179159,16, 16,"R",2,"R",2
179159,17, 17,"R",454,"R",449
179159,18, 18,"R",14,"R",14
179159,19, 19,"R",19,"R",18
179159,20, 20,"R",31,"R",31
179159,21, 21,"R",9,"R",8
179159,22, 22,"R",8,"R",8
179159,23, 23,"R",1,"R",1
179159,24, 24,"R",7,"R",7
179159,25, 25,"R",9,"R",6
179159,26, 26,"R",9,"R",8
179159,27, 27,"R",17,"R",17
179159,28, 28,"R",1,"R",1
179159,29, 29,"R",702,"R",679
179159,31, 31,"R",20,"R",20
179159,32, 32,"R",2,"R",2
179159,34, 34,"R",7,"R",7
179159,35, 35,"R",2,"R",2
179159,36, 36,"R",12,"R",12
179159,37, 37,"R",8,"R",8
179159,39, 39,"R",31,"R",30
179159,40, 40,"R",11,"R",11
179159,41, 41,"R",3,"R",3
179159,42, 42,"R",6,"R",5
179159,44, 44,"R",1,"R",1
179159,45, 45,"R",2,"R",2
179159,47, 47,"R",24,"R",23
179159,48, 48,"R",39,"R",39
179159,49, 49,"R",1,"R",1
179159,51, 51,"R",5,"R",4
179159,53, 53,"R",11,"R",11
179159,55, 55,"R",39,"R",38
179159,57, 57,"R",7,"R",5
179159,58,999,"R",1605,"R",1561
179159,72, 72,"R",3,"R",3
179159,89,999,"R",3,"R",3
179159,90, 90,"R",57,"R",40
179159,99, 99,"R",1665,"R",1604
179195,29, 29,"R",4,"R",3
179195,58,999,"R",4,"R",3
179195,99, 99,"R",4,"R",3
179265, 1,  1,"R",1,"R",1
179265, 5,  5,"R",1,"R",1
179265, 6,  6,"R",7,"R",7
179265, 8,  8,"R",2,"R",2
179265,12, 12,"R",5,"R",5
179265,13, 13,"R",4,"R",4
179265,17, 17,"R",11,"R",11
179265,18, 18,"R",3,"R",3
179265,19, 19,"R",1,"R",1
179265,22, 22,"R",1,"R",1
179265,28, 28,"R",1,"R",1
179265,29, 29,"R",42,"R",42
179265,31, 31,"R",1,"R",1
179265,39, 39,"R",3,"R",3
179265,44, 44,"R",1,"R",1
179265,47, 47,"R",2,"R",2
179265,48, 48,"R",17,"R",17
179265,49, 49,"R",1,"R",1
179265,53, 53,"R",1,"R",1
179265,58,999,"R",105,"R",105
179265,90, 90,"R",1,"R",1
179265,99, 99,"R",106,"R",106
179308, 1,  1,"R",3,"R",3
179308, 5,  5,"R",1,"R",1
179308, 6,  6,"R",1,"R",1
179308, 8,  8,"R",1,"R",1
179308,12, 12,"R",1,"R",1
179308,17, 17,"R",28,"R",23
179308,19, 19,"R",1,"R",1
179308,20, 20,"R",1,"R",1
179308,29, 29,"R",2315,"R",2039
179308,31, 31,"R",1,"R",1
179308,39, 39,"R",1,"R",1
179308,48, 48,"R",1,"R",1
179308,53, 53,"R",1,"R",1
179308,55, 55,"R",1,"R",0
179308,57, 57,"R",5,"R",5
179308,58,999,"R",2362,"R",2080
179308,90, 90,"R",16,"R",14
179308,99, 99,"R",2378,"R",2094
179326, 5,  5,"R",5,"R",5
179326, 6,  6,"R",4,"R",4
179326, 8,  8,"R",3,"R",3
179326, 9,  9,"R",1,"R",1
179326,12, 12,"R",1,"R",1
179326,16, 16,"R",1,"Z",0
179326,17, 17,"R",5,"R",4
179326,18, 18,"R",1,"R",1
179326,20, 20,"R",8,"R",7
179326,22, 22,"R",1,"R",1
179326,28, 28,"R",1,"R",1
179326,29, 29,"R",166,"R",134
179326,40, 40,"R",6,"R",6
179326,41, 41,"R",1,"Z",0
179326,47, 47,"R",1,"R",1
179326,48, 48,"R",28,"R",23
179326,53, 53,"R",1,"R",1
179326,56, 56,"R",1,"Z",0
179326,58,999,"R",235,"R",193
179326,98, 98,"R",44,"A",
179326,99, 99,"R",279,"R",193
179344, 5,  5,"R",7,"R",7
179344, 8,  8,"R",2,"R",2
179344,17, 17,"R",2,"R",2
179344,26, 26,"R",3,"R",3
179344,29, 29,"R",310,"R",253
179344,39, 39,"R",1,"R",1
179344,40, 40,"R",1,"R",1
179344,45, 45,"R",1,"R",0
179344,48, 48,"R",1,"R",0
179344,51, 51,"R",1,"R",1
179344,58,999,"R",329,"R",270
179344,99, 99,"R",329,"R",270
179511,17, 17,"R",8,"Z",0
179511,29, 29,"R",34,"Z",0
179511,58,999,"R",42,"Z",0
179511,99, 99,"R",42,"Z",0
179539, 1,  1,"R",2,"R",2
179539, 5,  5,"R",2,"R",2
179539, 6,  6,"R",2,"R",0
179539, 8,  8,"R",1,"R",1
179539,12, 12,"R",1,"R",0
179539,15, 15,"R",1,"R",0
179539,16, 16,"R",1,"R",0
179539,17, 17,"R",2,"R",1
179539,19, 19,"R",2,"R",0
179539,20, 20,"R",2,"R",1
179539,26, 26,"R",1,"R",1
179539,28, 28,"R",1,"R",1
179539,29, 29,"R",760,"R",641
179539,31, 31,"R",1,"R",1
179539,35, 35,"R",1,"R",1
179539,37, 37,"R",1,"R",0
179539,38, 38,"R",1,"R",1
179539,39, 39,"R",1,"R",0
179539,42, 42,"R",1,"R",0
179539,46, 46,"R",1,"R",0
179539,48, 48,"R",12,"R",10
179539,49, 49,"R",1,"R",0
179539,51, 51,"R",1,"R",1
179539,53, 53,"R",1,"R",1
179539,58,999,"R",800,"R",665
179539,66, 66,"R",2,"R",1
179539,89,999,"R",2,"R",1
179539,90, 90,"R",4,"R",1
179539,99, 99,"R",806,"R",667
179548, 1,  1,"R",1,"R",1
179548, 5,  5,"R",1,"R",1
179548, 6,  6,"R",1,"R",1
179548, 8,  8,"R",1,"R",1
179548, 9,  9,"R",1,"R",1
179548,13, 13,"R",1,"R",1
179548,17, 17,"R",4,"R",2
179548,18, 18,"R",2,"R",1
179548,19, 19,"R",1,"R",1
179548,20, 20,"R",3,"R",3
179548,22, 22,"R",1,"R",1
179548,23, 23,"R",2,"R",2
179548,26, 26,"R",1,"R",1
179548,29, 29,"R",41,"R",36
179548,36, 36,"R",1,"R",1
179548,39, 39,"R",1,"R",1
179548,40, 40,"R",2,"R",2
179548,48, 48,"R",4,"R",4
179548,51, 51,"R",2,"R",2
179548,55, 55,"R",1,"R",1
179548,58,999,"R",72,"R",64
179548,90, 90,"R",4,"R",1
179548,99, 99,"R",76,"R",65
179557, 1,  1,"R",2,"R",2
179557, 2,  2,"R",1,"R",1
179557, 4,  4,"R",1,"R",1
179557, 5,  5,"R",8,"R",8
179557, 8,  8,"R",1,"R",1
179557,12, 12,"R",4,"R",3
179557,13, 13,"R",5,"R",5
179557,17, 17,"R",191,"R",183
179557,18, 18,"R",4,"R",4
179557,19, 19,"R",2,"R",2
179557,20, 20,"R",2,"R",2
179557,21, 21,"R",1,"R",1
179557,22, 22,"R",1,"R",1
179557,26, 26,"R",1,"R",1
179557,27, 27,"R",2,"R",2
179557,28, 28,"R",2,"R",2
179557,29, 29,"R",1069,"R",976
179557,31, 31,"R",4,"R",4
179557,34, 34,"R",2,"R",2
179557,36, 36,"R",1,"R",1
179557,37, 37,"R",1,"R",1
179557,40, 40,"R",5,"R",5
179557,41, 41,"R",1,"R",1
179557,45, 45,"R",1,"R",1
179557,47, 47,"R",11,"R",11
179557,48, 48,"R",8,"R",8
179557,51, 51,"R",1,"R",1
179557,53, 53,"R",1,"R",0
179557,54, 54,"R",1,"R",1
179557,55, 55,"R",3,"R",3
179557,58,999,"R",1337,"R",1234
179557,90, 90,"R",110,"R",58
179557,99, 99,"R",1447,"R",1292
179566, 1,  1,"R",1,"R",1
179566, 4,  4,"R",2,"R",2
179566, 5,  5,"R",50,"R",47
179566, 6,  6,"R",10,"R",10
179566, 8,  8,"R",9,"R",8
179566, 9,  9,"R",1,"R",1
179566,12, 12,"R",6,"R",6
179566,13, 13,"R",4,"R",4
179566,17, 17,"R",134,"R",127
179566,18, 18,"R",3,"R",3
179566,19, 19,"R",8,"R",7
179566,20, 20,"R",42,"R",41
179566,21, 21,"R",1,"R",1
179566,22, 22,"R",2,"R",1
179566,24, 24,"R",2,"R",2
179566,25, 25,"R",2,"R",1
179566,26, 26,"R",6,"R",6
179566,27, 27,"R",7,"R",7
179566,29, 29,"R",1816,"R",1704
179566,31, 31,"R",6,"R",5
179566,32, 32,"R",2,"R",2
179566,34, 34,"R",1,"R",0
179566,36, 36,"R",2,"R",2
179566,37, 37,"R",1,"R",1
179566,39, 39,"R",2,"R",1
179566,40, 40,"R",17,"R",17
179566,42, 42,"R",2,"R",1
179566,46, 46,"R",1,"R",1
179566,47, 47,"R",4,"R",3
179566,48, 48,"R",30,"R",29
179566,49, 49,"R",1,"R",1
179566,51, 51,"R",3,"R",3
179566,53, 53,"R",1,"R",1
179566,55, 55,"R",5,"R",5
179566,58,999,"R",2184,"R",2051
179566,90, 90,"R",148,"R",19
179566,99, 99,"R",2332,"R",2070
179645, 1,  1,"R",1,"R",1
179645, 5,  5,"R",16,"R",10
179645,12, 12,"R",1,"R",1
179645,13, 13,"R",1,"Z",0
179645,17, 17,"R",3,"R",2
179645,20, 20,"R",2,"R",1
179645,22, 22,"R",1,"R",1
179645,26, 26,"R",1,"R",1
179645,29, 29,"R",542,"R",436
179645,37, 37,"R",1,"R",1
179645,39, 39,"R",1,"R",1
179645,47, 47,"R",6,"R",3
179645,58,999,"R",576,"R",458
179645,90, 90,"R",3,"R",1
179645,99, 99,"R",579,"R",459
179715, 5,  5,"R",1,"R",1
179715,17, 17,"R",1,"R",1
179715,19, 19,"R",1,"R",1
179715,20, 20,"R",3,"R",2
179715,29, 29,"R",391,"R",290
179715,42, 42,"R",3,"Z",0
179715,48, 48,"R",1,"Z",0
179715,58,999,"R",401,"R",295
179715,90, 90,"R",6,"R",3
179715,99, 99,"R",407,"R",298
179867, 1,  1,"R",4,"R",4
179867, 2,  2,"R",2,"R",2
179867, 4,  4,"R",14,"R",14
179867, 5,  5,"R",15,"R",15
179867, 6,  6,"R",175,"R",168
179867, 8,  8,"R",21,"R",21
179867, 9,  9,"R",32,"R",32
179867,10, 10,"R",1,"R",1
179867,11, 11,"R",3,"R",2
179867,12, 12,"R",60,"R",55
179867,13, 13,"R",45,"R",45
179867,15, 15,"R",6,"R",6
179867,16, 16,"R",1,"R",1
179867,17, 17,"R",147,"R",143
179867,18, 18,"R",15,"R",15
179867,19, 19,"R",7,"R",7
179867,20, 20,"R",14,"R",14
179867,21, 21,"R",7,"R",7
179867,22, 22,"R",5,"R",4
179867,23, 23,"R",2,"R",2
179867,24, 24,"R",66,"R",63
179867,25, 25,"R",80,"R",72
179867,26, 26,"R",10,"R",10
179867,27, 27,"R",25,"R",24
179867,28, 28,"R",3,"R",3
179867,29, 29,"R",217,"R",211
179867,30, 30,"R",1,"R",1
179867,31, 31,"R",7,"R",6
179867,32, 32,"R",6,"R",6
179867,33, 33,"R",1,"R",1
179867,34, 34,"R",91,"R",84
179867,35, 35,"R",7,"R",7
179867,36, 36,"R",167,"R",153
179867,37, 37,"R",22,"R",21
179867,38, 38,"R",2,"R",2
179867,39, 39,"R",57,"R",54
179867,40, 40,"R",10,"R",10
179867,41, 41,"R",11,"R",10
179867,42, 42,"R",28,"R",28
179867,44, 44,"R",2,"R",2
179867,45, 45,"R",7,"R",7
179867,47, 47,"R",26,"R",25
179867,48, 48,"R",110,"R",108
179867,49, 49,"R",1,"R",1
179867,51, 51,"R",21,"R",20
179867,53, 53,"R",29,"R",28
179867,54, 54,"R",1,"R",1
179867,55, 55,"R",19,"R",19
179867,56, 56,"R",2,"R",2
179867,57, 57,"R",1,"R",1
179867,58,999,"R",1606,"R",1538
179867,66, 66,"R",1,"R",1
179867,72, 72,"R",6,"R",6
179867,89,999,"R",7,"R",7
179867,90, 90,"R",200,"R",191
179867,99, 99,"R",1813,"R",1736
179894, 1,  1,"R",1,"R",1
179894, 5,  5,"R",1,"R",1
179894, 6,  6,"R",6,"R",6
179894, 8,  8,"R",3,"R",2
179894,12, 12,"R",5,"R",4
179894,15, 15,"R",1,"R",1
179894,17, 17,"R",42,"R",33
179894,18, 18,"R",5,"R",5
179894,19, 19,"R",2,"R",2
179894,20, 20,"R",3,"R",3
179894,21, 21,"R",1,"R",1
179894,24, 24,"R",2,"R",2
179894,26, 26,"R",3,"R",3
179894,29, 29,"R",285,"R",252
179894,31, 31,"R",2,"R",2
179894,34, 34,"R",1,"R",1
179894,36, 36,"R",3,"R",2
179894,37, 37,"R",1,"Z",0
179894,38, 38,"R",1,"R",1
179894,39, 39,"R",3,"R",2
179894,40, 40,"R",2,"R",2
179894,45, 45,"R",4,"R",1
179894,47, 47,"R",3,"R",1
179894,48, 48,"R",7,"R",5
